gender,race,age,income,credit_score,loan_amount,employment_years,debt_to_income_ratio,education,property_value,down_payment_pct,loan_to_value,approved,age_group
Male,White,49,37312.97646177348,649,95586.446064194,4.308022218911272,5.450402997218204,High School,186606.98223975705,11.566870953861763,51.22340274566054,0,46-55
Male,White,22,24864.125354391555,625,48352.46731713181,7.280554043696393,4.938833407403191,Some College,90960.44681631839,15.524866578945854,53.1576844766085,0,18-25
Male,White,52,31403.790741929017,850,27074.029197118914,6.8478498866546165,7.577153051107599,Bachelor,34455.04778596542,19.30564537200811,78.57783093293803,0,46-55
Male,White,33,106198.37173812781,430,33783.97310332309,1.0248099027149675,7.063337473449247,High School,58864.40300122643,14.440139844489437,57.39287477802028,0,26-35
Female,Hispanic,35,39102.313689661176,541,28030.92026156553,1.7899449059611494,7.9856054860808,Graduate,39144.33585935733,14.215540175456706,71.60913487529467,1,26-35
Male,White,26,40466.3485150356,633,27748.28964695755,2.1403708707509925,21.694134417495842,Some College,33681.39904463767,9.530849125985636,82.3846111920202,0,26-35
Male,Hispanic,44,20000.0,626,62089.283973530415,1.0384570768489079,21.215511048209443,High School,89030.67553508934,9.773310435331734,69.7392034828034,1,36-45
Female,White,69,28356.310412531573,584,47474.2304877843,0.06118004787045374,11.962824908603727,High School,73681.14773103016,4.499200237682275,64.43199101768464,1,56+
Male,White,49,29939.9227258758,640,73162.74463366678,0.9556044004129451,19.93535820235917,High School,88968.13090608607,11.31769919897686,82.23477765414302,0,46-55
Female,Hispanic,29,20000.0,498,163666.40554198748,8.257666270998554,16.064713639059274,Bachelor,238785.36172840904,5.545938192862316,68.54122227481399,0,26-35
Male,White,53,36950.42134275358,692,55397.94464761547,3.947414395461646,13.717144068926771,Some College,97516.01053005905,16.232390238596032,56.80907611631548,0,46-55
Male,White,36,25761.95751493784,371,15569.457531917908,2.090153834186809,14.490540906565846,Bachelor,21528.55479191667,7.7994412896789935,72.32003115120284,0,36-45
Female,White,56,38715.552984775255,646,51783.408259636395,4.686862566471926,9.445336139476543,Bachelor,82227.61863438417,13.03242207732241,62.97568763347687,1,56+
Female,White,49,40022.713436675374,577,122520.87000437817,6.732179359767789,21.303133332649576,Some College,234022.7925368599,1.4940139859244714,52.35424664248482,0,46-55
Female,White,18,20000.0,771,56865.05685839558,2.188090986856687,7.499871060380221,Bachelor,69529.63212963032,13.400017697190096,81.78535556232623,1,18-25
Female,Black,27,26397.869206801475,850,149881.21992435743,3.1374980126573297,11.322170745922449,Bachelor,274059.26694953046,15.686113822547211,54.68934569979671,1,26-35
Female,White,51,38634.44156760221,610,78571.55017882882,0.3318381202081554,24.33442444980895,High School,118416.30361909431,23.47767209095108,66.3519699378282,0,46-55
Male,White,41,93661.22341250403,816,19871.427190470546,4.545216989441995,10.814833289211668,High School,32448.449155648967,3.9333874778950144,61.239990531292065,0,36-45
Male,Asian,27,44594.924818971,612,63943.128510423456,2.2034444435527516,5.214834686864843,Some College,88541.88265352919,17.69614145414421,72.21794544468582,0,26-35
Female,White,32,21385.146175636553,534,71553.50543300452,2.8415997136150963,20.410937248783856,High School,119004.83997983989,22.9125111666072,60.12655068913676,0,26-35
Female,Hispanic,18,49971.284398256284,850,114486.64764979667,2.7461054098857995,14.154002562817727,Some College,204308.25983029685,12.80005053702227,56.03623061783792,1,18-25
Female,White,38,142349.29092100303,712,178399.72238107488,5.003925787169804,9.767948165996163,Bachelor,242843.115420259,15.844569408793436,73.46295243838402,0,36-45
Male,White,66,75611.61425435575,650,103221.79605627034,4.248599694064349,18.30520572372723,Some College,152212.41438748856,5.422247612032885,67.81430836087893,1,56+
Male,Hispanic,49,56275.875565538525,732,77986.25548644137,2.741824504024966,24.840675056519306,High School,128981.71736203929,7.1282387827679825,60.46303079338092,1,46-55
Female,White,66,64891.51408115086,682,89833.47547528529,0.0855020175712101,15.830424781826439,High School,137752.87894301998,7.4220481397335725,65.21350128184541,0,56+
Male,Black,50,114916.75011406258,641,54132.81896564295,4.85060218315481,17.51514763761538,High School,77654.73609318133,3.2155732471595435,69.70961681034703,1,46-55
Female,White,52,85862.4121362611,490,24891.291888092554,10.583743354344664,25.692372357715794,High School,38864.01725324656,9.893004014371535,64.04714089615433,1,46-55
Female,White,63,57148.49329846897,617,61383.58000451046,7.338640897564898,27.21901030732833,Some College,87941.93561682332,17.12506241869516,69.80012388170334,0,56+
Male,White,44,85383.98011221313,724,74546.18882427887,19.981272771363113,7.949472065914813,Some College,107458.2467069893,7.046001167643874,69.37223629522539,0,36-45
Female,White,37,20000.0,635,29079.985250784517,0.7487413949379246,2.319206489253355,High School,49101.756964397544,7.5704464980232435,59.22391997473673,1,36-45
Female,Hispanic,52,20000.0,758,132716.82256670186,1.2584871331418261,12.025347924550305,High School,209911.85669059274,0.9984006291018918,63.22502437883948,1,46-55
Male,White,57,41178.80332384044,696,109452.57279898171,3.8746879461057473,9.5590941052784,Some College,190628.92492515006,1.8350085451106324,57.41656091380569,0,56+
Female,Asian,34,38366.67670640234,544,26289.97983829486,1.3451633096897166,12.239764488898398,High School,49161.105516852054,12.513553457320905,53.47719413934428,1,26-35
Male,Asian,31,23502.732199658556,491,135876.18875525007,0.1758036927407967,16.361468714689952,High School,265552.65449224925,5.646517067951576,51.167324617806045,0,26-35
Female,White,41,70310.90142701303,631,49762.22188640129,2.5732335421351293,19.941001937923815,Some College,65739.92906775337,4.614009995712864,75.695581957679,0,36-45
Male,White,49,20000.0,587,37530.344106638695,1.6958926156444267,4.982135024561591,High School,63837.32423284742,7.494733327264883,58.79059712738947,0,46-55
Female,Hispanic,49,23675.17228595703,690,114412.61417856983,1.531001375353465,22.039691235136083,Bachelor,190602.2199493741,10.353816579461393,60.02690535763906,0,46-55
Male,Asian,22,24637.761470229874,563,58067.845293271464,15.306457059307128,18.384341235746092,Bachelor,109954.72876408834,9.219608435869924,52.810684857272506,0,18-25
Male,White,62,20000.0,576,187121.08366072655,1.362024270251955,13.390288684754234,Some College,358657.21230165596,17.79616973900465,52.17268111238889,0,56+
Female,White,32,120064.55144196359,776,35891.909022868356,0.6930503145430813,5.220714032242095,High School,64907.00268850165,12.218723345233757,55.29743715808133,0,26-35
Male,White,36,20000.0,667,21184.085305590746,0.6694816269239219,10.67527768572758,High School,35512.35371237167,8.089365944960981,59.65272107044459,1,36-45
Male,Black,29,22682.023062583376,565,50601.52692989101,8.207844993145569,14.7924105816394,High School,68788.23385945302,8.302438532194262,73.56131142032113,1,26-35
Female,White,72,75085.57981834914,652,96137.38098867201,6.273665844549026,3.3903957475259023,High School,136641.08999113788,7.240160521992514,70.35759228421493,0,56+
Female,Black,42,60890.73300677887,815,34327.91699524742,0.6933583092457833,19.806195615153445,Some College,57746.8912678131,4.472862632446081,59.44548051261259,0,36-45
Male,White,29,20000.0,685,26955.422723331292,1.2407244754876718,23.9372111834805,High School,35351.363324320846,10.985798748945811,76.2500231632839,0,26-35
Female,White,50,62692.14047001864,721,68689.83063908752,6.878612373669481,14.898429664892628,Graduate,92536.97109909006,5.479041238984749,74.22960771596182,0,46-55
Male,White,49,45790.30117443267,559,24879.207013551277,1.6052732880995078,11.631624265459903,Graduate,47995.618107801914,14.928617629407716,51.836413394386604,0,46-55
Male,White,37,234785.69706607892,773,71970.78989424297,19.96130734975356,17.332206638199754,Bachelor,141426.1723925101,9.460434437878163,50.889300528121005,1,36-45
Male,White,50,50168.98734765127,850,48806.86066040225,3.88884416649224,18.977715593648764,Bachelor,58772.62440366619,5.811931262155551,83.04352775738515,0,46-55
Female,White,30,32435.427414964364,555,80553.74601703024,1.0660154243930797,33.26810302362732,High School,152245.41534888107,3.885817217081897,52.91045765314881,1,26-35
Female,White,34,20000.0,508,26100.31644704759,9.788189159340723,11.739861847473014,Bachelor,50906.34063032562,9.92917820059122,51.27124857900171,1,26-35
Female,White,18,20022.367576382385,671,130469.90822828877,1.9244576102180315,9.973384878650387,High School,211438.43435955705,11.135773314686299,61.70586186162398,1,18-25
Female,White,24,20000.0,755,53646.91848319666,1.7040596830123957,12.236966945404191,Graduate,83642.0053823737,14.389197956396844,64.1387281880044,1,18-25
Male,Asian,61,108757.84139461092,639,94666.32324196151,1.9833289306088722,11.85645339204275,Bachelor,183183.08398101586,17.5107107042277,51.67852903479463,0,56+
Male,White,59,36841.34253462446,523,106502.66387940236,7.309342384027192,5.218593564310833,Some College,128445.0376631921,8.95462243521562,82.91691591750947,1,56+
Male,White,40,57079.35086647189,636,29897.586246562754,0.9510405687497441,10.726838578935384,Bachelor,55979.90171843584,16.22717621337319,53.40771478474496,0,36-45
Male,White,59,121953.86299092382,721,101656.47396005459,2.404601238530567,12.160167049866995,High School,146106.87045997003,15.82057714279227,69.57679241230902,1,56+
Male,Other,38,20000.0,601,25462.44587641611,0.15659052437607457,20.95070121283616,Some College,43615.38142720222,3.985439013381135,58.379509804161856,0,36-45
Female,White,37,101022.54732599485,722,26315.604108710108,8.76153864505659,3.787803925785184,Graduate,38382.8460208359,14.497837460616447,68.5608464115059,1,36-45
Male,Black,40,37961.111359906805,789,194541.25773816547,2.083025386277803,19.155499106546536,High School,314836.9714052519,3.3772530557121585,61.79110949703421,1,36-45
Male,Black,38,51433.17633996882,678,116670.8523311399,1.4262446401387447,30.11728662218896,Bachelor,215450.6646152237,10.925160967273094,54.15200391212716,0,36-45
Male,Black,37,20000.0,646,207772.39510770745,4.336232075919856,12.829183319484555,Some College,279457.02252499445,6.033343658335497,74.34860402877312,0,36-45
Female,White,53,20000.0,749,47947.96223177145,6.103762051567912,6.926991415350753,Some College,83004.39057412633,12.830808540740488,57.76557348367247,0,46-55
Female,Black,41,53695.082988804876,547,63669.2630517581,8.38045432858821,23.791065160139212,Bachelor,122160.27109483082,21.288158859975045,52.11945134137169,1,36-45
Male,White,48,244673.08223780815,535,82159.09652833553,2.136904666242642,14.263066834069472,Graduate,157814.59127376074,20.941072274825963,52.06051979427825,1,46-55
Male,White,52,81036.15160950925,618,59437.62129755356,8.364574323485261,21.200218589244933,High School,113840.68287558077,8.743387404305041,52.211230463642224,1,46-55
Female,Black,44,99949.30007321903,590,38266.05109040607,3.126330638038062,10.40502226382066,High School,61790.89994518392,11.95256808946911,61.92829546802642,1,36-45
Male,White,28,31144.688118727634,553,34973.61437874481,0.5331525395903767,24.110481584583734,Some College,63447.76732541372,2.001253665097155,55.12189924567493,0,26-35
Female,Hispanic,23,22467.75884504189,850,68071.73398657827,9.364006567624795,15.54603502057463,Bachelor,106020.78603785824,10.745359531135627,64.20602650717096,0,18-25
Female,White,41,20000.0,850,31567.522276870026,3.966327106081144,19.721923045008534,Some College,49502.001112813035,6.483934503334673,63.77019426937698,1,36-45
Male,Hispanic,37,24572.44618141526,607,31041.54987466855,4.612418996287027,13.118894704503495,Bachelor,44298.881073221106,21.707243624478455,70.07298857810953,0,36-45
Male,White,41,20000.0,661,75821.95751740174,13.862245235552864,18.437838600867302,Bachelor,108287.55303956413,4.472350172134582,70.01908842625643,0,36-45
Female,White,39,20334.30267082529,627,56551.35198892608,4.095269829048343,0.34408940521144504,Some College,69572.83562286232,16.682375353819026,81.2836669407546,1,36-45
Male,White,71,23195.590505044398,782,105063.8734067833,0.027995884265922463,5.685003578482333,High School,170747.4220188961,12.09450347361932,61.531747984550066,0,56+
Male,Asian,24,31562.136227442435,806,46399.92649020622,10.22484661644688,21.2435572279544,High School,67141.09877355659,7.133663360503315,69.10808333163703,0,18-25
Female,White,18,40352.15531648612,436,42245.217453644254,1.6756232873342172,24.339913320549286,Some College,57037.344283159575,5.8530239120814045,74.06589136394498,1,18-25
Female,White,43,48531.12845700418,707,77198.24770405685,3.483436404477061,7.504274364848938,Graduate,100154.7103109844,6.687216470824823,77.07899854570313,1,36-45
Female,White,35,35884.46324269605,493,36782.77983112792,1.1463526810607834,11.585085647540067,Bachelor,54350.201048540715,13.573957351650717,67.67735743659318,1,26-35
Female,Black,43,22807.518763878583,850,40340.990486544826,1.761875069904313,15.866466206094918,Some College,77422.76980722153,10.981509123830646,52.104814367907125,1,36-45
Male,White,47,20000.0,702,41312.78791518219,5.802154130659724,7.761780369266763,Bachelor,66642.53651084576,10.126881195187476,61.99161988448433,1,46-55
Male,White,55,22919.723642617548,551,52795.367875894146,2.8068534559706624,18.928370814645206,High School,86877.35313224015,10.623815614292116,60.7700004344421,0,46-55
Female,White,21,20000.0,621,173418.3089978695,4.932635683570848,19.367720569987533,High School,215639.1300793539,11.670776646005011,80.42061240650182,0,18-25
Male,White,33,52725.44253732941,615,26210.797024361495,8.674316702776213,27.125194826591052,Some College,42353.42598259151,26.061923212905445,61.8858956891348,1,26-35
Male,White,45,75164.16877688604,713,130262.19062299497,2.0838085419389705,12.842473255508368,Graduate,225886.28303770898,18.302814357476517,57.66715396403653,1,36-45
Female,White,49,76945.82283499326,775,93215.75708079913,4.200585632194416,21.751328375156326,Graduate,123098.13515520004,9.111574635990602,75.7247516083605,1,46-55
Male,Black,66,66540.2421614448,512,153305.40293327713,7.516116409077203,12.748165791776675,Bachelor,304593.772319557,5.585970967496123,50.33110223029792,0,56+
Male,White,51,32636.266281125292,850,393175.60731211427,6.278492237469457,14.308389033530128,Some College,759651.2843714553,6.427620588928187,51.757380708890985,1,46-55
Male,White,39,23919.17093651669,842,141332.6785271612,3.8809424542297895,10.947874204563131,Bachelor,281885.45640452724,8.497025481145977,50.13833644696375,1,36-45
Male,White,29,20000.0,544,104338.9662219651,2.417540108177773,16.185612266205947,Some College,155282.84047147026,20.100736650857783,67.1928500954586,1,26-35
Male,Asian,33,20000.0,658,27241.64612920066,2.617038749158178,16.116126845367845,Bachelor,50610.60145376167,11.501562575885961,53.82596797251834,1,26-35
Male,Asian,32,80296.63232647596,850,29385.794112340045,2.838172364109426,6.35511201053616,Some College,42991.08100244346,16.534044897489014,68.35323380370421,1,26-35
Male,Hispanic,47,31578.480465267785,797,74318.41976040685,2.1450419109792795,7.686384305862032,High School,133721.404600758,14.597973768346112,55.57705588143783,1,46-55
Female,White,43,20000.0,609,21615.248879710038,6.0044816225618,1.4596301049806657,High School,42328.35997363072,23.36197138822904,51.065642262482356,1,36-45
Female,White,24,20000.0,747,86618.05419070493,0.6700303964768202,13.586260970604219,Bachelor,114683.73234305442,15.496733742780815,75.52776005894508,1,18-25
Male,White,34,20000.0,850,16631.385226206545,17.125522574392487,20.504409121653342,Bachelor,21824.633351957415,7.809233650992663,76.20464893040186,0,26-35
Female,White,50,37587.227894371885,662,119532.07583179472,7.547634888386825,3.1522555976994395,High School,153422.2396900547,20.021485162145417,77.91052723078136,1,46-55
Male,White,44,85303.79997587811,574,49364.154029089026,1.7702708498928148,11.763233309639578,Bachelor,90764.91291267911,15.895670862376788,54.38682464949874,1,36-45
Male,Hispanic,46,27490.846132246545,670,64599.25565152613,0.21739619930932808,23.98359488350542,Bachelor,111970.33452724945,27.105045864373068,57.69318804330719,1,46-55
Female,Hispanic,44,20000.0,679,38214.74145617336,6.211890904350375,10.54388969895204,Bachelor,61825.800744068816,11.677822059566251,61.810346160117376,1,36-45
Male,Hispanic,59,31215.05320217399,587,19165.827486896436,6.628048375557116,1.9372808182402728,Bachelor,34865.13411691161,3.8564322221815366,54.97132872808855,0,56+
Female,White,42,32049.756984149644,702,125594.93019556368,16.569039328422207,12.591589568289729,High School,236110.74998306195,2.4952772545447472,53.193228264521444,1,36-45
Male,Black,35,30335.19338245512,499,133441.81738247705,1.463175308552385,9.117872774295426,Graduate,261495.62029851638,6.797524394659038,51.03023034578684,0,26-35
Female,White,29,21983.139822421923,570,48489.731888785,0.43174029537289876,5.768256292731719,High School,65994.56581710381,16.99890947470792,73.47534041388893,0,26-35
Male,White,42,43215.35991304269,740,89068.20814468247,12.333453327335377,16.133850097509814,High School,138353.32632491755,7.156409399962113,64.3773521827073,1,36-45
Female,Black,18,38288.80719501602,439,47356.773866925716,1.4964056415862865,6.670216033642726,Bachelor,91796.87592204493,3.8894181201742493,51.588655268771554,0,18-25
Male,White,37,35601.240035761,758,71189.0224585092,6.392250713863595,23.00627255195053,Some College,111699.77402611218,7.201521963344432,63.73246775044259,1,36-45
Female,White,37,50519.41966442933,408,94417.67023901713,0.3128869621219216,12.220120393816194,Graduate,150135.80528515624,13.037048992051187,62.88817651438148,1,36-45
Male,White,23,25748.553801901213,442,83537.50358584718,7.147780082974913,18.001158940006672,Some College,163228.62177406962,14.130511009542946,51.178220264258755,0,18-25
Male,Black,28,24605.65231031053,590,133864.28511338154,0.6792469405767134,15.955036277831441,High School,239314.67580506817,17.70116074928434,55.93651315493064,1,26-35
Female,Hispanic,49,109545.86857983304,684,81742.42348837113,5.946839026269531,2.435982623970582,Graduate,134191.51171741754,11.246990840972733,60.91474970526119,1,46-55
Male,White,42,56810.94772489009,809,60891.61565358905,3.8001013004007547,6.774721690147177,Some College,90474.5258936459,23.934273019298068,67.30249763913437,0,36-45
Female,Hispanic,41,70372.43018502029,656,37916.76415541275,15.55999697151776,9.65003497747599,Some College,73265.7889311456,8.251056122673916,51.752345410552415,0,36-45
Female,White,43,96846.61025432203,620,44931.60716322672,0.18808174816706671,7.628071594643194,Some College,54239.22565080769,25.301984318635977,82.83969143014053,0,36-45
Male,White,41,55312.563208370855,719,97346.38129855353,1.7269001882938473,14.005577036794946,Bachelor,141814.69096449864,9.038725087927242,68.64336877688001,1,36-45
Female,Black,54,76321.57504634644,545,24316.346257026664,0.3602139316242154,10.709790713521,High School,47583.649503020904,11.086637264800471,51.10231457863045,1,46-55
Male,Black,41,20000.0,666,116248.37932332346,10.567997089214426,7.783043975008905,High School,185830.36235552584,17.417251744569295,62.55618180462893,0,36-45
Female,Other,22,42758.49198648935,506,50580.11351011064,4.505793425620151,15.479683056007335,Some College,85939.84673623378,12.642378396958184,58.85525216882328,1,18-25
Male,White,59,31376.837189127906,659,36637.82506165653,3.8282626288101227,7.677653105186934,Graduate,59576.49173445932,18.70526286325795,61.49711739482142,1,56+
Male,Black,44,138988.6108909903,634,30969.72811444453,0.7046960550889094,20.384255469530935,High School,47008.59612847231,2.616169986876392,65.88098914889035,1,36-45
Female,Black,32,76276.21399171224,553,89735.40469909132,3.3572440831409796,23.300336416528218,High School,155441.99679377314,14.278560125897307,57.72918937611462,1,26-35
Female,Asian,24,21930.723832506053,669,59350.46220061928,2.543336898720364,10.262992374525663,Bachelor,107613.058083904,9.375364198127285,55.151729034913934,1,18-25
Male,White,44,48934.371725779405,669,155322.5395170947,1.89717330632299,14.61031875719658,Bachelor,231669.95229528288,19.0499416592815,67.04474964415024,1,36-45
Female,Hispanic,38,41528.90902681952,791,28061.522465446662,7.3961937290973125,15.281246529536139,Some College,46930.57167787487,8.973915762465232,59.793694093601026,0,36-45
Male,White,58,52232.759127400765,457,42323.671826852114,0.31616907562873,12.964036906561663,Bachelor,53590.50904586945,11.10409238941669,78.9760585976637,0,56+
Male,White,35,20000.0,640,56651.13520188213,5.201986636819797,13.448519783222352,High School,92798.9970464771,14.802958159478308,61.04714167709074,0,26-35
Male,White,29,48436.70495799548,558,38134.930556979525,8.65783087722219,5.322266392577511,Some College,68574.22088650208,16.159380087771737,55.611175838362136,1,26-35
Male,White,50,30256.881360167827,754,60094.35555057637,11.892326866270828,3.3292280175978366,Some College,100249.107780527,1.5136764770860158,59.94502782223211,1,46-55
Male,White,51,45522.40089937719,740,72526.00454055709,6.850463493797974,38.941325806827024,Some College,137999.44289123305,10.415475183028098,52.55528792077796,0,46-55
Male,Hispanic,42,20342.99423378382,710,80072.7234200767,1.659602808149844,12.53623354272495,High School,114420.28244317377,13.761950770903303,69.98123209479438,0,36-45
Female,White,48,22741.5621911053,565,147812.56220871993,4.587800943013777,10.724260866138447,Some College,235525.25439036245,12.496264296475129,62.75868912288004,0,46-55
Female,Black,39,92880.92879736109,756,27389.542056009202,0.7622816439222106,11.43427441258269,High School,34784.27914439958,22.75888054268672,78.74115183559593,0,36-45
Female,White,42,20000.0,466,73324.9485343396,0.6224936864887347,13.203556312134365,Bachelor,129053.13615046727,14.94185753539728,56.81764172615507,1,36-45
Male,White,53,20000.0,441,40612.627047053735,5.089183523833915,4.575621113741811,Bachelor,63124.7426829603,19.385281565881773,64.33709718394873,1,46-55
Male,White,47,34847.44133858665,496,77498.04800671809,9.522658740818198,11.598468669475517,Some College,125879.48881017254,13.254819215820758,61.56527067216319,0,46-55
Female,White,37,20000.0,645,77559.39522478626,0.348080287240061,7.037152656964499,Some College,101037.84420833315,12.762528375030241,76.76271780389938,0,36-45
Female,White,56,20000.0,731,33118.53485532181,0.5602683923154239,3.403977076199821,Some College,66166.90679311338,7.167713165863841,50.05301964451022,0,56+
Male,White,18,39500.1906305182,300,34867.43557142925,4.169031661973429,20.997941644811004,Graduate,63372.82012087177,9.647048771451347,55.01954229735422,0,18-25
Female,White,64,20000.0,808,81388.22114011964,1.2308574858122137,22.445708453254078,Bachelor,123751.10103593116,16.929455513544447,65.76767435506578,0,56+
Female,White,19,20000.0,665,60720.86796077288,4.731406467313982,15.583055673321908,Bachelor,100551.80054678513,15.224944627189105,60.38764858568637,0,18-25
Female,White,32,187826.97388237104,461,52482.07152845547,1.2074530782843271,11.439910097410952,High School,88955.73153137478,12.240032140218378,58.99796519569398,0,26-35
Female,White,39,52448.13456242149,662,88857.75376978097,0.6192179241704608,4.425347567033108,High School,174926.51364217672,5.903832992115807,50.797190156973656,1,36-45
Female,White,38,20000.0,781,92876.97858337944,3.9436117811759748,25.55144977791134,High School,168544.86428843526,21.498040102643852,55.10519645643822,1,36-45
Male,Asian,52,50745.18738793184,721,43574.26193249791,9.909583191214224,2.7237108857879404,Some College,64478.293170658624,13.52908346353876,67.57973852869719,0,46-55
Female,Hispanic,27,57174.563338944,781,35909.89335443823,5.777849641595846,8.95840094273277,Bachelor,71179.31820057666,13.134493062013712,50.44989789484568,0,26-35
Female,Black,43,80461.29465755032,486,28081.0040396253,8.538704112196168,24.222839494552353,Bachelor,40476.99951909012,9.886726958025077,69.37521153558205,1,36-45
Male,White,33,32802.99746860145,600,61088.10663502588,1.5485149775909264,11.042140464771093,Bachelor,101501.36216190338,9.166407608160046,60.184519038853004,0,26-35
Male,Hispanic,43,79316.23870183069,539,25491.58900285022,10.856847893980085,6.040651170125734,Graduate,44878.81279466465,17.18459557205921,56.80094328582763,1,36-45
Male,Hispanic,39,20000.0,850,63554.75361100347,2.3663582135575414,20.603609648739404,High School,90050.7706796381,10.47656860636638,70.5765793355661,0,36-45
Female,Hispanic,41,20000.0,726,124256.3531762221,9.567861859684818,36.2329435248028,Graduate,244174.77736674374,8.072369993921951,50.88828359597212,0,36-45
Female,White,33,41402.523886165654,850,48432.392618831225,3.185494153358877,14.023276774108847,Bachelor,66492.24685080076,8.282842887025243,72.83915781565736,0,26-35
Male,Black,33,47273.57859068697,593,43402.72176823571,1.5589015655441487,22.60072121894412,High School,67422.59437917422,19.98373690344821,64.37414959760453,0,26-35
Male,Hispanic,43,20000.0,563,198532.25590626127,1.5072746281306182,13.551279360078878,Bachelor,266807.22897012316,8.093355969426973,74.41037361416198,0,36-45
Male,White,51,44691.38322530666,632,148126.37766386278,4.192805999549135,20.220187851825244,Some College,281438.640892196,15.280928976666198,52.631855097893975,0,46-55
Female,Black,32,22046.911456189555,815,37844.51285939949,0.4115319696825144,13.98153325651809,Some College,52122.52760975302,7.004449662845906,72.60682586758922,0,26-35
Female,White,29,29098.23285310638,606,65082.30044309788,13.300315695844521,36.37995185555598,High School,79907.6024464712,17.406994061606877,81.44694428380011,0,26-35
Female,White,47,82439.42337771303,664,72926.4695026289,1.5835877287323252,1.1648801974938965,Some College,89783.59226519697,6.169819704942245,81.22471786072381,1,46-55
Male,White,39,75143.1317789559,661,67656.33369196329,2.0445412785613657,17.518637720062873,High School,103582.02957430395,15.32250116670639,65.31667121219171,1,36-45
Male,Black,49,20000.0,654,177869.26064186363,1.3283085747511545,1.4486244369064265,High School,287831.9661507103,9.298275104545768,61.796215000223555,1,46-55
Male,White,29,20000.0,571,63091.285666595664,0.01506246783219654,10.722267929515075,Bachelor,77811.17064701379,5.728527797648715,81.08255555337409,0,26-35
Male,White,18,26135.799544873764,633,69033.0687058127,5.89721788409054,12.225242125776283,Bachelor,87968.30631963436,12.295380696593089,78.4749321590663,1,18-25
Female,White,33,35546.71262417054,628,90508.34877475523,4.464737842444008,14.045748059940522,Some College,115666.98739203162,21.456603024756507,78.24907591653107,0,26-35
Female,White,30,21454.317993176315,649,122265.70063326773,8.294310567986852,6.564778223312248,Some College,212106.66313128526,7.275340447597858,57.64349824200964,0,26-35
Female,White,39,83492.6559469495,763,105044.51761605703,0.20937719104352365,21.06559303865665,Graduate,151248.56050185082,2.5756173587659954,69.45158173242356,0,36-45
Female,Black,32,47949.89417711653,850,82689.74507297497,13.201185257400088,5.888391185816789,Some College,136442.8855200589,21.22610279233184,60.60392578022582,0,26-35
Male,Hispanic,48,50255.1389271596,549,23500.5737978431,2.0090111735876643,8.245455915100507,Some College,29586.206642887013,10.09423150861005,79.43084451988375,0,46-55
Female,White,36,20000.0,602,44672.6781012198,12.213252501133178,7.278852697023444,Bachelor,85489.76672427106,6.388427769663147,52.255000584224256,1,36-45
Female,White,41,92395.40933805928,550,97895.1928172938,0.5665797265190082,22.404286144024244,High School,141316.27419057288,14.121417537680616,69.27382806970745,1,36-45
Female,White,41,20000.0,672,69580.47103465196,6.811338269896565,5.864765063251528,Bachelor,126814.62356415318,16.72639556051815,54.8678607238482,0,36-45
Male,Hispanic,42,70773.81463479626,585,98289.9615423836,4.329868567704006,37.259892907505076,Some College,182953.24428301622,17.242892596963348,53.72408777312291,0,36-45
Male,White,39,76684.07894596386,678,185776.50366467715,2.217324313643969,9.172402571500186,Some College,369755.97446661966,8.242025731109322,50.24300254584485,1,36-45
Male,White,46,25695.702787165497,782,29549.499253789054,0.41224932406890225,10.947905425893664,Bachelor,52977.26193399465,10.003859922085539,55.77770193296385,1,46-55
Female,White,30,100541.73297781034,346,118509.22740030564,4.641013363949805,16.888126462254636,Graduate,184192.30759475878,8.550596277473952,64.33994391396497,0,26-35
Female,Black,56,34527.864981236045,709,49108.23027792527,0.13397851342798914,16.01751930044086,Bachelor,64926.10189691524,6.583485532807063,75.63711487853622,0,56+
Male,Hispanic,37,38175.3524551823,594,104946.91098033139,3.478573360195977,26.701626156653436,High School,129955.52721090287,11.761119262659216,80.75601956507369,0,36-45
Female,Hispanic,24,47649.29101334937,705,58411.47001974217,4.634339565179552,22.37359028357241,High School,111507.95501953701,15.302390732967215,52.38323132148559,0,18-25
Female,Black,42,464752.3348471952,542,214529.5399677774,6.593622457467126,6.336077775205759,Some College,334093.44154702517,8.608499683467054,64.21243678846099,1,36-45
Male,White,29,106462.39747847892,793,64734.66786267621,23.74210571881082,14.825848785217316,Bachelor,116520.52123035534,11.647087883688416,55.556452356318374,1,26-35
Male,White,47,63634.112179848766,759,40769.57883067125,1.5061587033939283,16.171263992620187,Some College,65111.64232269715,3.0603815613644314,62.614883262527464,1,46-55
Female,White,66,20000.0,718,77028.03871237858,1.9459155708566733,2.3812010055806136,Graduate,146640.70997519893,17.91910915800164,52.528413648165085,1,56+
Male,White,30,40736.17756968895,745,72719.55928756404,2.0862616271018615,9.986175151395607,High School,130875.7377994345,4.687321096516829,55.563819933535655,0,26-35
Female,White,43,20000.0,560,118522.51914315124,6.576062320533182,5.63717284867975,High School,150329.95810630042,10.597693795689247,78.84158329861457,0,36-45
Male,White,18,70100.743400672,575,78341.41576881788,13.427966399000544,15.101976414076882,High School,141149.10168585856,8.463282677685953,55.50259607260875,0,18-25
Female,White,45,40634.5342199421,740,264352.5171098551,18.31094411282036,2.718603718273891,Bachelor,373649.41398811503,13.282690486927134,70.74881084070522,1,36-45
